"Id","5913e1da8b0ee5cf0c53b209","5b7de8ab463f260f62cebb7c","5913e1da8b0ee5cf0c53b206"
"Timestamp","dsit10/112 - Johnstone/1120054 - JRC - Johnstone River at Coquette Point/Real-time Data/Logger/Sonde - Conductivity","dsit10/112 - Johnstone/1120054 - JRC - Johnstone River at Coquette Point/Real-time Data/Logger/Sonde - SondeTemp","dsit10/112 - Johnstone/1120054 - JRC - Johnstone River at Coquette Point/Real-time Data/Logger/Sonde - Turbidity"
"Units","uS/cm","","NTU"
2019-06-10 09:10:00,12832.94,20.96,5.06
2019-06-10 10:40:00,7229.96,21.28,8.18
2019-06-10 12:10:00,4118.18,21.64,10.93
2019-06-10 13:40:00,3736.03,21.77,7.2
2019-06-10 15:10:00,11293.78,21.75,7.56
2019-06-10 16:40:00,7595.21,22.1,6.43
2019-06-10 18:10:00,8235.38,21.92,3.84
2019-06-10 19:40:00,8076.54,22.05,6.34
2019-06-10 21:10:00,7205.22,21.91,4.1
2019-06-10 22:40:00,4668.05,21.84,5.15
2019-06-11 00:10:00,2629.37,21.68,5.08
2019-06-11 01:40:00,46580.039,22.67,7.66
2019-06-11 03:10:00,49286.871,22.38,8.51
2019-06-11 04:40:00,50613.969,22.39,4.84
2019-06-11 06:10:00,48501.352,22.38,5.22
2019-06-11 07:40:00,32807.551,22.09,6.07
2019-06-11 09:10:00,18534.41,21.9,4.66
2019-06-11 10:40:00,9651.57,22.43,7.99
2019-06-11 12:10:00,5305.85,22.82,7.52
2019-06-11 13:40:00,3918.75,22.8,6.52
2019-06-11 15:10:00,15183.43,23.12,11.68
2019-06-11 16:40:00,41859,23.7,6.91
2019-06-11 18:10:00,31384.24,23.93,8.06
2019-06-11 19:40:00,19894.01,23.1,5.25
2019-06-11 21:10:00,15018.43,22.79,3.74
2019-06-11 22:40:00,11468.85,22.65,3.94
2019-06-12 00:10:00,6038.49,22.48,5.03
2019-06-12 01:40:00,7271.03,22.42,5.01
2019-06-12 03:10:00,47853.148,22.53,16.47
2019-06-12 04:40:00,49833.77,22.49,6.91
2019-06-12 06:10:00,47639,22.51,5.01
2019-06-12 07:40:00,34827.238,22.48,3.66
2019-06-12 09:10:00,24344.74,22.53,3.59
2019-06-12 10:40:00,13704.17,22.59,7.34
2019-06-12 12:10:00,6187.15,23.18,10.55
2019-06-12 13:40:00,3832.77,23.44,6.97
2019-06-12 15:10:00,6340.75,22.92,5.72
2019-06-12 16:40:00,41583.191,23.56,7.33
2019-06-12 18:10:00,48213.578,23.26,7.97
2019-06-12 19:40:00,42098.711,23.41,3.51
2019-06-12 21:10:00,31114.891,23.13,4.94
2019-06-12 22:40:00,17260.811,22.91,3.46
2019-06-13 00:10:00,8887.1,22.72,3.85
2019-06-13 01:40:00,4265.61,22.46,3.5
2019-06-13 03:10:00,16931.061,22.82,4.44
2019-06-13 04:40:00,48206.969,22.67,7.83
2019-06-13 06:10:00,49595.559,22.65,5.37
2019-06-13 07:40:00,49186.859,22.67,5.65
2019-06-13 09:10:00,26093.57,22.63,6.21
2019-06-13 10:40:00,14207.53,22.98,7.29
2019-06-13 12:10:00,5865.19,23.02,13.81
2019-06-13 13:40:00,2704.04,23.74,8.17
2019-06-13 15:10:00,2379.77,23.39,8.12
2019-06-13 16:40:00,32617.039,23.99,18.34
2019-06-13 18:10:00,45873.551,23.46,7.23
2019-06-13 19:40:00,46197.59,23.37,5.11
2019-06-13 21:10:00,37040.18,23.42,4.36
2019-06-13 22:40:00,23916.609,23.19,3.86
2019-06-14 00:10:00,13388.07,22.93,6.32
2019-06-14 01:40:00,6176.25,22.58,4.5
2019-06-14 03:10:00,4958.34,22.48,4.7
2019-06-14 04:40:00,39032.73,22.76,11.3
2019-06-14 06:10:00,48438.879,22.76,6.21
2019-06-14 07:40:00,35823.301,22.71,4.42
2019-06-14 09:10:00,24577.59,22.66,5.41
2019-06-14 10:40:00,14283.7,22.72,9.32
2019-06-14 12:10:00,5753.41,22.69,16.94
2019-06-14 13:40:00,2551.28,22.73,16.07
2019-06-14 15:10:00,1470.07,23.41,11.09
2019-06-14 16:40:00,3815.83,23.01,13.27
2019-06-14 18:10:00,45483.84,23.29,8.76
2019-06-14 19:40:00,49030.48,23.15,6.54
2019-06-14 21:10:00,47360.59,23.09,3.54
2019-06-14 22:40:00,27798.891,22.85,5.91
2019-06-15 00:10:00,16631.15,22.56,7.93
2019-06-15 01:40:00,7851.89,22.24,6.85
2019-06-15 03:10:00,4169.07,22.03,4.87
2019-06-15 04:40:00,7684.78,22.2,8.69
2019-06-15 06:10:00,44045.461,22.57,7.07
2019-06-15 07:40:00,49680.5,22.62,3.96
2019-06-15 09:10:00,44298.5,22.62,4.7
2019-06-15 10:40:00,20353.52,22.52,6.63
2019-06-15 12:10:00,8491.55,22.96,25.84
2019-06-15 13:40:00,3463.01,23.34,21.19
2019-06-15 15:10:00,1831.03,23.83,119.49
2019-06-15 16:40:00,2486.27,23.02,14.58
2019-06-15 18:10:00,44133.539,23.71,11.2
2019-06-15 19:40:00,48672.039,23.48,6.97
2019-06-15 21:10:00,49683.48,23.18,6.2
2019-06-15 22:40:00,38038.801,23.11,3.67
2019-06-16 00:10:00,26785.18,22.85,3.97
2019-06-16 01:40:00,15258.33,22.54,5.99
2019-06-16 03:10:00,7569.11,22.2,4.68
2019-06-16 04:40:00,5739.79,22.12,4.39
2019-06-16 06:10:00,14761.19,22.39,5.87
2019-06-16 07:40:00,40909.359,22.67,4.96
2019-06-16 09:10:00,25681.84,22.53,3.45
2019-06-16 10:40:00,27751.24,22.78,4.54
2019-06-16 12:10:00,13208.3,23.1,6.79
2019-06-16 13:40:00,4737.71,23.38,36.25
2019-06-16 15:10:00,9.79,25.18,2.69
2019-06-16 16:40:00,1778.52,23.4,8.83
2019-06-16 18:10:00,33842.75,23.68,15.38
2019-06-16 19:40:00,46680.238,23.66,7.47
2019-06-16 21:10:00,49864.711,23.46,6.45
2019-06-16 22:40:00,49348.711,23.4,3.91
2019-06-17 00:10:00,30675.359,23.2,3.61
2019-06-17 01:40:00,21392.471,22.92,5.31
2019-06-17 03:10:00,10877.76,22.54,5.34
2019-06-17 04:40:00,5986.86,22.16,3.84
2019-06-17 06:10:00,11734.65,22.56,7.23
2019-06-17 07:40:00,18464.32,22.59,4.16
2019-06-17 09:10:00,27842.789,22.72,3.46
2019-06-17 10:40:00,35255.84,23.1,6.28
2019-06-17 12:10:00,16735.76,23.34,4.58
2019-06-17 13:40:00,7312.23,23.87,32.71
2019-06-17 15:10:00,15.05,25.59,3.23
2019-06-17 16:40:00,2205.22,23.85,11.23
2019-06-17 18:10:00,8517.13,23.54,20.42
2019-06-17 19:40:00,44181.539,23.79,6.33
2019-06-17 21:10:00,48534.391,23.69,5.24
2019-06-17 22:40:00,48035.711,23.69,3.35
2019-06-18 00:10:00,33886.301,23.35,3.89
2019-06-18 01:40:00,23503.99,23.01,3.06
2019-06-18 03:10:00,14526.32,22.62,5.78
2019-06-18 04:40:00,8436.92,22.13,3.58
2019-06-18 06:10:00,6510.22,22.1,4.45
2019-06-18 07:40:00,7571.96,22.07,6.91
2019-06-18 09:10:00,15379.87,22.46,3.77
2019-06-18 10:40:00,17117.301,22.89,3.93
2019-06-18 12:10:00,20078.23,23.27,3.85
2019-06-18 13:40:00,10391.72,23.64,9.82
2019-06-18 15:10:00,4681.49,23.74,31.83
2019-06-18 16:40:00,34.7,23.95,31.93
2019-06-18 18:10:00,4079.41,23.01,7.73
2019-06-18 19:40:00,44400.859,23.65,6.35
2019-06-18 21:10:00,48892.461,23.75,4.95
2019-06-18 22:40:00,48768.641,23.68,5.11
2019-06-19 00:10:00,46192.781,23.51,2.18
2019-06-19 01:40:00,27150.881,22.96,4.15
2019-06-19 03:10:00,20777.369,22.64,3.2
2019-06-19 04:40:00,13530.94,22.2,3.51
2019-06-19 06:10:00,8025.68,21.89,3.08
2019-06-19 07:40:00,7594.58,21.82,3.21
2019-06-19 09:10:00,11060.62,22.12,3.96
2019-06-19 10:40:00,11084.77,22.29,5.73
2019-06-19 12:10:00,24892.699,22.88,4.38
2019-06-19 13:40:00,14154.56,23.19,4.47
2019-06-19 15:10:00,7239.63,23,16.27
2019-06-19 16:40:00,4120.45,22.41,10.26
2019-06-19 18:10:00,2173.67,22.08,4.25
2019-06-19 19:40:00,40331.879,23.07,8.88
2019-06-19 21:10:00,49035.52,23.33,7.12
2019-06-19 22:40:00,50203.59,23.3,3.94
2019-06-20 00:10:00,47740.129,23.22,2.54
2019-06-20 01:40:00,33023.039,22.69,3.5
2019-06-20 03:10:00,22802.18,22.18,2.87
2019-06-20 04:40:00,16320.76,21.78,3.82
2019-06-20 06:10:00,10591.92,21.37,3.09
2019-06-20 07:40:00,6955.15,21.1,4.6
2019-06-20 09:10:00,6300.76,21.1,2.89
2019-06-20 10:40:00,7836.17,21.61,5
2019-06-20 12:10:00,14106.11,22.3,4.87
2019-06-20 13:40:00,10122.12,22.75,3.27
2019-06-20 15:10:00,9385.71,22.75,8.23
2019-06-20 16:40:00,7271.41,22.43,10.61
2019-06-20 18:10:00,3783.14,21.9,4.48
2019-06-20 19:40:00,11134.25,22.05,4.04
2019-06-20 21:10:00,48269.73,23.11,4.57
2019-06-20 22:40:00,49680.969,23.03,3.87
2019-06-21 00:10:00,45334.449,22.9,2.25
2019-06-21 01:40:00,34168.789,22.39,2.12
2019-06-21 03:10:00,23720.76,21.64,2.12
2019-06-21 04:40:00,17083.93,21.29,2.91
2019-06-21 06:10:00,12049.03,20.96,2.7
2019-06-21 07:40:00,8664.34,20.67,2.56
2019-06-21 09:10:00,6595.75,20.68,4
2019-06-21 10:40:00,5651.09,21.15,3.41
2019-06-21 12:10:00,7036.29,21.61,4.08
2019-06-21 13:40:00,7616.44,22.15,3.18
2019-06-21 15:10:00,7699.46,22.31,3.52
2019-06-21 16:40:00,6498.12,22.17,4.08
2019-06-21 18:10:00,4401.88,21.79,6.03
2019-06-21 19:40:00,3717.52,21.47,2.77
2019-06-21 21:10:00,17207.99,21.69,3.59
2019-06-21 22:40:00,49879.371,22.56,5.38
2019-06-22 00:10:00,46351.172,22.39,2.36
2019-06-22 01:40:00,36055.02,22.01,1.58
2019-06-22 03:10:00,34111.422,21.63,1.93
2019-06-22 04:40:00,18680.16,20.98,2.71
2019-06-22 06:10:00,13773.42,20.74,2.45
2019-06-22 07:40:00,10736.7,20.49,2.64
2019-06-22 09:10:00,7823.87,20.35,2.44
2019-06-22 10:40:00,6282,20.71,2.99
2019-06-22 12:10:00,6069.38,20.95,16.32
2019-06-22 13:40:00,8748.42,21.27,3.65
2019-06-22 15:10:00,6985.56,21.41,2.85
2019-06-22 16:40:00,5788.04,21.31,2.39
2019-06-22 18:10:00,4466.78,21.07,3.81
2019-06-22 19:40:00,3737.22,20.94,2.62
2019-06-22 21:10:00,3216.41,20.88,2.56
2019-06-22 22:40:00,49628.039,22.03,4.44
2019-06-23 00:10:00,50811.02,22.03,3.25
2019-06-23 01:40:00,49538.121,21.99,3.21
2019-06-23 03:10:00,44878.52,21.86,2.21
2019-06-23 04:40:00,43771.52,21.71,2.94
2019-06-23 06:10:00,16208.82,20.32,2.15
2019-06-23 07:40:00,14604.95,20.3,2.54
2019-06-23 09:10:00,10426.57,20.19,2.52
2019-06-23 10:40:00,8935.16,20.52,2.59
2019-06-23 12:10:00,7510.93,20.98,2.58
2019-06-23 13:40:00,6889.63,21.43,2.58
2019-06-23 15:10:00,7933.88,21.18,3.74
2019-06-23 16:40:00,7174.19,21.25,2.27
2019-06-23 18:10:00,7146.79,21.2,2.85
2019-06-23 19:40:00,4882.55,20.96,2.37
2019-06-23 21:10:00,3756.3,20.71,3.18
2019-06-23 22:40:00,7687.59,20.88,2.6
2019-06-24 00:10:00,50140.941,22.19,2.86
2019-06-24 01:40:00,51047.48,22.17,3.14
2019-06-24 03:10:00,48120.641,22.14,2.25
2019-06-24 04:40:00,45480.629,22,1.77
2019-06-24 06:10:00,22913.6,20.63,2.3
2019-06-24 07:40:00,13267.44,19.72,1.84
2019-06-24 09:10:00,14075.27,19.91,2.04
2019-06-24 10:40:00,11402.74,20.4,2.72
2019-06-24 12:10:00,9402.08,20.9,2.01
2019-06-24 13:40:00,7914.81,21.35,2.04
2019-06-24 15:10:00,10790.01,21.5,5.83
2019-06-24 16:40:00,14284.21,21.5,5.33
2019-06-24 18:10:00,9659.27,21.15,2.39
2019-06-24 19:40:00,7822.95,21,2.38
2019-06-24 21:10:00,5653.72,20.68,2.29
2019-06-24 22:40:00,8062.01,20.64,2.89
2019-06-25 00:10:00,6241.53,20.19,2.06
2019-06-25 01:40:00,50253.238,22.07,3.5
2019-06-25 03:10:00,51114.559,22.04,3.06
2019-06-25 04:40:00,48345.18,22.18,2.88
2019-06-25 06:10:00,44266.059,22.05,2.03
2019-06-25 07:40:00,30758.301,21.11,2.8
2019-06-25 09:10:00,16988.18,20.49,2.1
2019-06-25 10:40:00,14586.94,20.65,2.78
2019-06-25 12:10:00,11777.29,20.6,2.48
2019-06-25 13:40:00,10223.97,20.62,2.21
2019-06-25 15:10:00,12839.22,20.86,5.67
2019-06-25 16:40:00,23377.561,21.27,3.5
2019-06-25 18:10:00,22374.77,21.18,2.58
2019-06-25 19:40:00,18405.83,20.96,1.98
2019-06-25 21:10:00,10662.71,20.46,2.2
2019-06-25 22:40:00,8064.36,20.21,2.17
2019-06-26 00:10:00,5697.33,20,1.94
2019-06-26 01:40:00,36957.371,21.24,4.11
2019-06-26 03:10:00,50933,21.78,5.22
2019-06-26 04:40:00,51093.609,21.81,4.98
2019-06-26 06:10:00,46641.129,21.65,3.52
2019-06-26 07:40:00,40513.648,21.43,2.94
2019-06-26 09:10:00,21773.92,20.63,2.2
2019-06-26 10:40:00,18631.949,20.62,3.04
2019-06-26 12:10:00,13953.33,20.68,3.54
2019-06-26 13:40:00,11500.81,20.88,4.24
2019-06-26 15:10:00,17549.051,21.3,5.93
2019-06-26 16:40:00,46872.211,22.42,5.16
2019-06-26 18:10:00,37124.77,22.15,3.23
2019-06-26 19:40:00,38246.602,22,5.06
2019-06-26 21:10:00,20239.92,21.1,1.87
2019-06-26 22:40:00,13651.4,20.81,2.09
2019-06-27 00:10:00,9938.62,20.62,2.15
2019-06-27 01:40:00,7756.75,20.42,2.42
2019-06-27 03:10:00,50473.391,22.05,5.33
2019-06-27 04:40:00,50603.238,21.95,7.12
2019-06-27 06:10:00,46218.23,21.78,3.63
2019-06-27 07:40:00,46806.309,21.86,4.3
2019-06-27 09:10:00,21228.57,20.95,2.68
2019-06-27 10:40:00,18289.52,21.08,2.85
2019-06-27 12:10:00,14007.43,21.18,4.2
2019-06-27 13:40:00,10548.3,21.06,4.37
2019-06-27 15:10:00,18114.141,21.38,3.41
2019-06-27 16:40:00,49711.98,22.58,9.62
2019-06-27 18:10:00,51068.102,22.51,7.92
2019-06-27 19:40:00,40269.801,22.16,3.15
2019-06-27 21:10:00,29863.289,21.44,2.43
2019-06-27 22:40:00,19823.051,20.93,2.47
2019-06-28 00:10:00,14002.76,20.71,3.05
2019-06-28 01:40:00,10564.11,20.55,2.12
2019-06-28 03:10:00,15058.41,20.82,2.76
2019-06-28 04:40:00,49055.391,21.74,5.94
2019-06-28 06:10:00,50972.93,21.89,5.79
2019-06-28 07:40:00,49527.898,21.94,5.39
2019-06-28 09:10:00,26357.711,21.3,4.08
2019-06-28 10:40:00,18807.311,21.55,3.45
2019-06-28 12:10:00,15583.26,21.75,4.29
2019-06-28 13:40:00,10083.37,21.41,4.14
2019-06-28 15:10:00,33213.891,22.01,5.91
2019-06-28 16:40:00,49965.66,22.63,15.76
2019-06-28 18:10:00,51573.441,22.53,11.36
2019-06-28 19:40:00,50403.98,22.53,8.08
2019-06-28 21:10:00,43849.461,22.34,3.78
2019-06-28 22:40:00,29845.439,21.84,4.21
2019-06-29 00:10:00,19032.57,21.54,3.7
2019-06-29 01:40:00,14187.44,21.39,3.37
2019-06-29 03:10:00,11794.64,21.32,3.21
2019-06-29 04:40:00,20906.57,21.57,3.29
2019-06-29 06:10:00,32275.721,21.83,4.21
2019-06-29 07:40:00,43068.172,22.08,7.51
2019-06-29 09:10:00,22467.23,21.63,3.77
2019-06-29 10:40:00,15230.84,21.51,5.27
2019-06-29 12:10:00,8632.31,21.4,8.89
2019-06-29 13:40:00,4781.89,21.43,11.79
2019-06-29 15:10:00,2730,21.24,6.02
2019-06-29 16:40:00,15292.66,21.62,17.05
2019-06-29 18:10:00,48320.789,22.43,15.81
2019-06-29 19:40:00,47574.551,22.37,8.61
2019-06-29 21:10:00,42190.82,22.19,6.75
2019-06-29 22:40:00,18838.18,21.33,5.19
2019-06-30 00:10:00,14785,21.04,6.24
2019-06-30 01:40:00,8358.24,20.68,7
2019-06-30 03:10:00,4252.44,20.47,8.89
2019-06-30 04:40:00,9137.74,20.62,7.7
2019-06-30 06:10:00,24868.98,21.12,6.3
2019-06-30 07:40:00,26078.08,21.14,6.02
2019-06-30 09:10:00,18766.029,20.96,8.04
2019-06-30 10:40:00,14781.29,21.34,9.49
2019-06-30 12:10:00,8628.79,21.78,25.15
2019-06-30 13:40:00,4149.33,22.21,24.05
2019-06-30 15:10:00,2764.91,22.3,15.95
2019-06-30 16:40:00,34460.551,22.85,35.85
2019-06-30 18:10:00,47889.379,22.91,14.34
2019-06-30 19:40:00,50535.5,22.69,9.92
2019-06-30 21:10:00,50979.191,22.44,5.6
2019-06-30 22:40:00,37117.352,22.08,5.19
2019-07-01 00:10:00,25380.971,21.6,5.55
2019-07-01 01:40:00,17955.641,21.18,6.11
2019-07-01 03:10:00,11285.49,20.91,6.5
2019-07-01 04:40:00,19984.289,21.35,8.35
2019-07-01 06:10:00,48481.93,21.86,13.49
2019-07-01 07:40:00,50435.738,21.9,7.13
2019-07-01 09:10:00,41810.57,21.75,5.07
2019-07-01 10:40:00,22195.039,21.48,6.06
2019-07-01 12:10:00,14445.34,21.48,16.96
2019-07-01 13:40:00,7289.55,21.6,11.4
2019-07-01 15:10:00,4058.4,21.2,8.19
2019-07-01 16:40:00,6938.05,21.26,11.62
2019-07-01 18:10:00,46513.391,22.34,15.1
2019-07-01 19:40:00,51199.27,22.39,9.89
2019-07-01 21:10:00,51304.609,22.33,8.18
2019-07-01 22:40:00,50499.969,22.26,3.97
2019-07-02 00:10:00,37809.18,21.86,4.72
2019-07-02 01:40:00,25489.141,21.43,7.19
2019-07-02 03:10:00,16603.34,21.2,8.09
2019-07-02 04:40:00,12993,21.14,6.36
2019-07-02 06:10:00,22443.949,21.45,9.89
2019-07-02 07:40:00,38257.121,21.67,4.71
2019-07-02 09:10:00,30731.65,21.54,5.88
2019-07-02 10:40:00,30639.641,21.81,7.52
2019-07-02 12:10:00,18097.27,21.69,10.13
2019-07-02 13:40:00,8252.36,21.81,18.87
2019-07-02 15:10:00,18.85,23.46,3.13
2019-07-02 16:40:00,4000.93,21.7,11.31
2019-07-02 18:10:00,36437.141,22.56,20.87
2019-07-02 19:40:00,50466,22.58,7
2019-07-02 21:10:00,51492.641,22.5,6.76
2019-07-02 22:40:00,51337.672,22.42,8.75
2019-07-03 00:10:00,42936.25,22.04,3.44
2019-07-03 01:40:00,33335.328,21.67,5.3
2019-07-03 03:10:00,19697.98,21.08,5.65
2019-07-03 04:40:00,11094.26,20.65,4.38
2019-07-03 06:10:00,18637.33,21.18,7.11
2019-07-03 07:40:00,47916.809,21.77,4.99
2019-07-03 09:10:00,36505.23,21.34,2.73
2019-07-03 10:40:00,41627.379,21.86,5.66
2019-07-03 12:10:00,26251.18,22.12,4.46
2019-07-03 13:40:00,13543.22,22.11,19.64
2019-07-03 15:10:00,30.04,23.78,3.16
2019-07-03 16:40:00,3375.77,22.67,44.2
2019-07-03 18:10:00,8554.63,21.46,14.2
2019-07-03 19:40:00,47934.281,22.58,9.57
2019-07-03 21:10:00,50853.738,22.47,6.87
2019-07-03 22:40:00,51490.711,22.37,6.33
2019-07-04 00:10:00,49742.859,22.05,3.09
2019-07-04 01:40:00,39733.629,21.69,3.66
2019-07-04 03:10:00,28832.961,21.33,5.85
2019-07-04 04:40:00,15808.07,20.89,4.61
2019-07-04 06:10:00,12249.64,20.79,3.86
2019-07-04 07:40:00,19864.301,21.16,7.39
2019-07-04 09:10:00,48801.941,21.77,5.82
2019-07-04 10:40:00,26992.16,21.3,4.6
2019-07-04 12:10:00,30079.471,21.61,4.29
2019-07-04 13:40:00,18981.471,21.43,11.89
2019-07-04 15:10:00,9799.82,21.2,72.24
2019-07-04 16:40:00,23.14,21.2,3.32
2019-07-04 18:10:00,3800.74,20.8,8.88
2019-07-04 19:40:00,45394.621,21.9,10.64
2019-07-04 21:10:00,52219.238,22.16,7.62
2019-07-04 22:40:00,52344.309,22.14,6.28
2019-07-05 00:10:00,52284.41,22.08,4.86
2019-07-05 01:40:00,49352.27,21.82,2.92
2019-07-05 03:10:00,37710.762,21.51,5.73
2019-07-05 04:40:00,27436.17,21.15,6.49
2019-07-05 06:10:00,16481.07,20.79,3.9
2019-07-05 07:40:00,15930.07,20.84,5.6
2019-07-05 09:10:00,25893.381,21.19,3.7
2019-07-05 10:40:00,28592.99,21.35,3.08
2019-07-05 12:10:00,32108.439,21.46,4.51
2019-07-05 13:40:00,22178.551,21.43,4.25
2019-07-05 15:10:00,12761.01,21.09,9.74
2019-07-05 16:40:00,7045.73,20.97,10.23
2019-07-05 18:10:00,5065.5,20.83,9.96
2019-07-05 19:40:00,6178.12,20.81,6.8
2019-07-05 21:10:00,47790.859,22.03,15.07
2019-07-05 22:40:00,52249.141,22.17,13.22
2019-07-06 00:10:00,52457.398,22.16,12.75
2019-07-06 01:40:00,51375.09,22.12,4.34
2019-07-06 03:10:00,37288.199,21.62,8.04
2019-07-06 04:40:00,24955.85,21.16,6.83
2019-07-06 06:10:00,16873.16,20.88,10.69
2019-07-06 07:40:00,9977.03,20.65,5.26
2019-07-06 09:10:00,9047.64,20.74,7.97
2019-07-06 10:40:00,16564.039,21.11,9.21
2019-07-06 12:10:00,10946.8,21.15,5.89
2019-07-06 13:40:00,18659.971,21.36,6.67
2019-07-06 15:10:00,13540.6,21.38,4.92
2019-07-06 16:40:00,7529.91,21.24,20.06
2019-07-06 18:10:00,4024.28,20.95,15.46
2019-07-06 19:40:00,2353.53,20.73,7.51
2019-07-06 21:10:00,10415.04,21.01,7.98
2019-07-06 22:40:00,49016.109,22.14,9.18
2019-07-07 00:10:00,51216.391,22.22,6.22
2019-07-07 01:40:00,51117.148,22.19,5.89
2019-07-07 03:10:00,34973.461,21.61,4.93
2019-07-07 04:40:00,27605.131,21.29,4.15
2019-07-07 06:10:00,17886.631,20.87,5.25
2019-07-07 07:40:00,12240.05,20.71,6.94
2019-07-07 09:10:00,6975.79,20.75,6.37
2019-07-07 10:40:00,6404.33,21.02,8.15
2019-07-07 12:10:00,9302.52,21.43,9.54
2019-07-07 13:40:00,9093.82,21.78,7.3
2019-07-07 15:10:00,13996.75,21.58,7.65
2019-07-07 16:40:00,9800.51,21.78,6.88
2019-07-07 18:10:00,8824.6,21.56,10.12
2019-07-07 19:40:00,4812.66,21.36,7.31
2019-07-07 21:10:00,2813.59,21.32,6.65
2019-07-07 22:40:00,46260.07,22.57,8.5
2019-07-08 00:10:00,50143.191,22.54,8.5
2019-07-08 01:40:00,51399.199,22.5,5.06
2019-07-08 03:10:00,48119.191,22.45,3.23
2019-07-08 04:40:00,47302.148,22.36,4.11
2019-07-08 06:10:00,25347.279,21.63,5.16
2019-07-08 07:40:00,16498.15,21.32,4.79
2019-07-08 09:10:00,10572.78,21.38,5.09
2019-07-08 10:40:00,7122.27,21.57,5.25
2019-07-08 12:10:00,10912.04,21.98,6.2
2019-07-08 13:40:00,17450.75,22.4,5.45
2019-07-08 15:10:00,14560.12,22.67,4.97
2019-07-08 16:40:00,16212.38,22.41,4.82
2019-07-08 18:10:00,11358.42,22.45,4.72
2019-07-08 19:40:00,8499.73,22.28,5.01
2019-07-08 21:10:00,5431.7,22.16,6.04
2019-07-08 22:40:00,4161.19,22.1,4.66
2019-07-09 00:10:00,43552.641,22.9,6.05
2019-07-09 01:40:00,51008.441,22.71,6.92
2019-07-09 03:10:00,50115.238,22.72,6.42
2019-07-09 04:40:00,45615.93,22.69,5.29
2019-07-09 06:10:00,32177.77,22.38,5.7
2019-07-09 07:40:00,20757.471,22.11,5.18
2019-07-09 09:10:00,13136.78,22.01,6.07
2019-07-09 10:40:00,9022.65,22.11,9.05
2019-07-09 12:10:00,6050.04,22.32,7.55
2019-07-09 13:40:00,7788.87,22.3,7.79
2019-07-09 15:10:00,19941.59,22.5,6.55
2019-07-09 16:40:00,13992.21,22.47,5.4
2019-07-09 18:10:00,14519.32,22.35,5.42
2019-07-09 19:40:00,9498.24,22.19,5.32
2019-07-09 21:10:00,8559.37,22.12,6.35
2019-07-09 22:40:00,5902.88,22.08,7.21
2019-07-10 00:10:00,3149.12,21.91,9.97
2019-07-10 01:40:00,14385.22,22.14,8.1
2019-07-10 03:10:00,49146.051,22.4,7.2
2019-07-10 04:40:00,31403.039,22.23,5.87
2019-07-10 06:10:00,22779.85,22.11,6.67
2019-07-10 07:40:00,18713.16,21.93,7.6
2019-07-10 09:10:00,10622.96,21.96,13.16
2019-07-10 10:40:00,5458.02,22.35,10.75
2019-07-10 12:10:00,3351.1,23.5,17.24
2019-07-10 13:40:00,2826.52,22.93,13.31
2019-07-10 15:10:00,25306.66,23.28,9
2019-07-10 16:40:00,46004.449,23.74,9.31
2019-07-10 18:10:00,27202.24,23.88,6.85
2019-07-10 19:40:00,17991.039,23.22,8.19
2019-07-10 21:10:00,13512.64,22.93,7.29
2019-07-10 22:40:00,11068.76,22.76,7.82
2019-07-11 00:10:00,5170.81,22.31,7.6
2019-07-11 01:40:00,3828.62,22.16,7.29
2019-07-11 03:10:00,37776.211,22.74,6.35
2019-07-11 04:40:00,50401.66,22.81,4.95
2019-07-11 06:10:00,37317.578,22.73,4.34
2019-07-11 07:40:00,19488.91,22.26,6.85
2019-07-11 09:10:00,16851.41,22.28,5.64
2019-07-11 10:40:00,9405.49,22.48,11.8
2019-07-11 12:10:00,4578.51,23.04,38.7
2019-07-11 13:40:00,2726.47,23.45,8.45
2019-07-11 15:10:00,11821.74,23.21,13.69
2019-07-11 16:40:00,43599.879,23.9,6.26
2019-07-11 18:10:00,47848.82,23.71,3.55
2019-07-11 19:40:00,43648.301,23.75,4.89
2019-07-11 21:10:00,34628.32,23.49,5.61
2019-07-11 22:40:00,18765.689,22.94,5.14
2019-07-12 00:10:00,11225.33,22.68,5.71
2019-07-12 01:40:00,5847.19,22.42,5.09
2019-07-12 03:10:00,6370.01,22.44,6.16
2019-07-12 04:40:00,47552.301,22.97,3.67
2019-07-12 06:10:00,39503.199,22.82,4.77
2019-07-12 07:40:00,43291.82,22.93,4.3
2019-07-12 09:10:00,18373.43,22.37,4.84
2019-07-12 10:40:00,12217.33,22.46,5.84
2019-07-12 12:10:00,6739.24,22.94,22.41
2019-07-12 13:40:00,3395.96,23.22,13.4
2019-07-12 15:10:00,4765.45,22.98,10.36
2019-07-12 16:40:00,44331.531,24.08,8.86
2019-07-12 18:10:00,50568.66,23.63,7.28
2019-07-12 19:40:00,49045.871,23.55,6.45
2019-07-12 21:10:00,35862.27,23.23,3.73
2019-07-12 22:40:00,26714.17,22.8,3.52
2019-07-13 00:10:00,20960.17,22.61,4.86
2019-07-13 01:40:00,11388.32,22.23,5.14
2019-07-13 03:10:00,8413.06,22.09,7.07
2019-07-13 04:40:00,15053.72,22.33,6
2019-07-13 06:10:00,50010.531,22.54,6.88
2019-07-13 07:40:00,28652.439,22.11,4.3
2019-07-13 09:10:00,24399.08,22.15,5.28
2019-07-13 10:40:00,17028.711,22.44,10.96
